Full Name,Gender,Enrollment Status,Program of Study / Major,Enrollment Date,Graduation Date,County,University Enrolled
Lucy Karanja,Female,Enrolled,Business Administration,2022-07-10,2027-07-09,Nyeri,Kenyatta University
Esther Achieng,Female,Enrolled,Nursing,2022-01-30,2028-01-29,Nyeri,Egerton University
Jane Otieno,Female,Withdrawn,Law,2019-04-21,,Machakos,Egerton University
Richard Nyambura,Male,Withdrawn,Computer Science,2019-07-23,,Nakuru,Kenyatta University
Daniel Wambui,Male,Enrolled,Psychology,2022-01-21,2026-01-20,Meru,University of Nairobi
David Odhiambo,Male,Not Enrolled,Education,2018-08-27,,Kisumu,Kenyatta University
Michael Odhiambo,Male,Enrolled,Psychology,2021-11-27,2023-11-27,Kisumu,University of Nairobi
Luke Njeri,Male,Not Enrolled,Mechanical Engineering,2023-08-13,,Nyeri,Egerton University
Grace Kariuki,Female,Withdrawn,Computer Science,2022-01-15,,Nakuru,Kenyatta University
Emily Nyambura,Female,Not Enrolled,Psychology,2023-04-29,,Nakuru,University of Nairobi
Alice Wambui,Female,Withdrawn,Mechanical Engineering,2018-08-14,,Nairobi,Moi University
Samuel Nyambura,Male,Not Enrolled,Law,2022-01-30,,Kiambu,JKUAT
John Karanja,Male,Enrolled,Mechanical Engineering,2021-04-20,2026-04-19,Kiambu,Egerton University
Luke Nyambura,Male,Enrolled,Business Administration,2023-02-11,2025-02-10,Meru,University of Nairobi
Lucy Odhiambo,Female,Withdrawn,Mechanical Engineering,2021-05-17,,Nyeri,Moi University
John Karanja,Male,Withdrawn,Education,2024-08-19,,Nairobi,Kenyatta University
Alice Achieng,Female,Enrolled,Nursing,2019-10-06,2024-10-04,Kiambu,University of Nairobi
Emily Otieno,Female,Not Enrolled,Computer Science,2018-09-22,,Kisumu,Egerton University
Esther Wambui,Female,Not Enrolled,Mechanical Engineering,2020-01-05,,Machakos,Moi University
Richard Mwangi,Male,Enrolled,Computer Science,2022-02-09,2024-02-09,Nakuru,Moi University
Grace Mwangi,Female,Enrolled,Law,2024-04-06,2027-04-06,Machakos,Kenyatta University
Esther Odhiambo,Female,Withdrawn,Business Administration,2020-11-08,,Nyeri,University of Nairobi
Joseph Karanja,Male,Enrolled,Computer Science,2023-04-25,2024-04-24,Mombasa,Kenyatta University
David Karanja,Male,Enrolled,Law,2018-01-18,2024-01-17,Kisumu,Egerton University
Michael Mwangi,Male,Enrolled,Business Administration,2022-02-03,2027-02-02,Kiambu,University of Nairobi
Wangari Otieno,Female,Withdrawn,Psychology,2022-11-05,,Machakos,Kenyatta University
Mary Nyambura,Female,Not Enrolled,Nursing,2019-08-08,,Nyeri,Moi University
Elizabeth Karanja,Female,Not Enrolled,Education,2022-12-03,,Nairobi,Moi University
Alice Mwangi,Female,Not Enrolled,Computer Science,2023-01-23,,Mombasa,Moi University
Emily Wambui,Female,Enrolled,Nursing,2024-01-05,2026-01-04,Nyeri,Kenyatta University
James Odhiambo,Male,Not Enrolled,Psychology,2023-02-17,,Nairobi,JKUAT
Mary Nyambura,Female,Enrolled,Computer Science,2022-04-28,2024-04-27,Nairobi,Kenyatta University
Luke Otieno,Male,Enrolled,Mechanical Engineering,2021-06-18,2027-06-17,Nakuru,University of Nairobi
Wangari Nyambura,Female,Withdrawn,Business Administration,2020-07-26,,Machakos,Kenyatta University
Michael Odhiambo,Male,Enrolled,Nursing,2019-02-14,2025-02-12,Nyeri,University of Nairobi
Emily Kariuki,Female,Withdrawn,Computer Science,2023-12-04,,Nairobi,Moi University
Esther Achieng,Female,Enrolled,Nursing,2024-01-22,2027-01-21,Nakuru,University of Nairobi
James Otieno,Male,Withdrawn,Nursing,2019-04-17,,Mombasa,University of Nairobi
Samuel Mwangi,Male,Enrolled,Law,2019-08-16,2024-08-14,Kiambu,Moi University
John Mwangi,Male,Not Enrolled,Business Administration,2020-10-18,,Machakos,Egerton University
David Achieng,Male,Withdrawn,Business Administration,2020-06-10,,Nakuru,Kenyatta University
Michael Achieng,Male,Not Enrolled,Education,2019-05-31,,Mombasa,JKUAT
Wangari Achieng,Female,Withdrawn,Nursing,2021-06-09,,Kiambu,Moi University
Grace Achieng,Female,Enrolled,Nursing,2018-04-08,2020-04-07,Kisumu,Kenyatta University
Mary Njeri,Female,Enrolled,Nursing,2020-06-13,2022-06-13,Nyeri,University of Nairobi
Peter Kariuki,Male,Enrolled,Computer Science,2020-01-07,2021-01-06,Mombasa,University of Nairobi
Michael Mwangi,Male,Withdrawn,Computer Science,2018-11-10,,Meru,Kenyatta University
Wangari Otieno,Female,Not Enrolled,Nursing,2019-03-13,,Mombasa,Moi University
James Odhiambo,Male,Enrolled,Business Administration,2024-01-31,2026-01-30,Kiambu,JKUAT
Jane Nyambura,Female,Withdrawn,Business Administration,2024-11-05,,Meru,Moi University
Joseph Nyambura,Male,Not Enrolled,Law,2023-12-30,,Kisumu,Kenyatta University
Alice Kariuki,Female,Enrolled,Psychology,2024-09-07,2028-09-06,Mombasa,University of Nairobi
James Nyambura,Male,Withdrawn,Computer Science,2024-01-07,,Mombasa,Kenyatta University
Samuel Njeri,Male,Withdrawn,Education,2021-09-27,,Meru,Moi University
Daniel Achieng,Male,Not Enrolled,Law,2020-01-09,,Machakos,Moi University
James Mwangi,Male,Not Enrolled,Psychology,2023-05-04,,Kisumu,JKUAT
James Achieng,Male,Not Enrolled,Law,2024-08-18,,Machakos,Moi University
Grace Odhiambo,Female,Withdrawn,Psychology,2020-07-02,,Kiambu,Egerton University
Esther Njeri,Female,Not Enrolled,Psychology,2021-11-29,,Machakos,Kenyatta University
Jane Otieno,Female,Withdrawn,Nursing,2018-07-05,,Machakos,Egerton University
Esther Njeri,Female,Not Enrolled,Psychology,2024-05-17,,Kiambu,Egerton University
Emily Wambui,Female,Withdrawn,Computer Science,2021-08-31,,Nakuru,Moi University
James Njeri,Male,Enrolled,Computer Science,2019-07-06,2024-07-04,Kisumu,University of Nairobi
Wangari Achieng,Female,Not Enrolled,Mechanical Engineering,2024-10-08,,Machakos,Moi University
Wangari Otieno,Female,Withdrawn,Computer Science,2020-04-03,,Nairobi,Kenyatta University
Alice Wambui,Female,Not Enrolled,Business Administration,2023-05-17,,Nairobi,Kenyatta University
Esther Achieng,Female,Not Enrolled,Business Administration,2020-12-16,,Mombasa,Kenyatta University
Esther Nyambura,Female,Withdrawn,Education,2023-11-28,,Nairobi,Kenyatta University
David Odhiambo,Male,Withdrawn,Law,2021-04-02,,Machakos,Kenyatta University
Richard Nyambura,Male,Not Enrolled,Mechanical Engineering,2019-08-12,,Nyeri,Kenyatta University
Wangari Kariuki,Female,Enrolled,Computer Science,2024-02-25,2028-02-24,Nakuru,Kenyatta University
Esther Mwangi,Female,Not Enrolled,Psychology,2024-08-10,,Nyeri,Kenyatta University
Alice Odhiambo,Female,Withdrawn,Business Administration,2024-10-19,,Nyeri,Kenyatta University
Daniel Otieno,Male,Withdrawn,Computer Science,2018-11-20,,Nakuru,Moi University
Wangari Achieng,Female,Enrolled,Education,2020-02-21,2022-02-20,Nairobi,Egerton University
Samuel Otieno,Male,Enrolled,Mechanical Engineering,2021-05-26,2022-05-26,Kiambu,Moi University
Jane Odhiambo,Female,Not Enrolled,Psychology,2018-10-16,,Nyeri,Egerton University
Daniel Achieng,Male,Enrolled,Computer Science,2019-01-12,2024-01-11,Machakos,Kenyatta University
Peter Mwangi,Male,Enrolled,Computer Science,2019-07-12,2022-07-11,Meru,Egerton University
David Otieno,Male,Enrolled,Business Administration,2022-08-10,2024-08-09,Mombasa,Kenyatta University
Grace Achieng,Female,Enrolled,Law,2020-08-01,2022-08-01,Nakuru,University of Nairobi
Daniel Wambui,Male,Enrolled,Psychology,2020-04-26,2024-04-25,Meru,Egerton University
Grace Odhiambo,Female,Not Enrolled,Nursing,2020-11-29,,Nyeri,University of Nairobi
Joseph Wambui,Male,Not Enrolled,Nursing,2022-01-10,,Nairobi,University of Nairobi
Alice Achieng,Female,Not Enrolled,Education,2020-05-07,,Nakuru,Moi University
Wangari Karanja,Female,Not Enrolled,Law,2021-07-01,,Mombasa,JKUAT
David Otieno,Male,Withdrawn,Psychology,2024-03-15,,Nairobi,Kenyatta University
Michael Kariuki,Male,Withdrawn,Law,2022-01-06,,Mombasa,Kenyatta University
Sarah Njeri,Female,Enrolled,Computer Science,2018-08-12,2024-08-10,Mombasa,Kenyatta University
Elizabeth Njeri,Female,Not Enrolled,Nursing,2023-06-25,,Machakos,Moi University
Elizabeth Otieno,Female,Enrolled,Psychology,2019-09-03,2024-09-01,Nairobi,Kenyatta University
Jane Wambui,Female,Enrolled,Mechanical Engineering,2022-10-10,2025-10-09,Nairobi,Moi University
Mary Mwangi,Female,Withdrawn,Mechanical Engineering,2024-04-20,,Nairobi,Egerton University
Samuel Kariuki,Male,Not Enrolled,Mechanical Engineering,2024-04-08,,Kisumu,Moi University
Luke Odhiambo,Male,Not Enrolled,Education,2020-01-08,,Kisumu,University of Nairobi
Mary Njeri,Female,Withdrawn,Psychology,2020-09-25,,Meru,Egerton University
Richard Achieng,Male,Not Enrolled,Computer Science,2018-09-17,,Mombasa,University of Nairobi
Joseph Otieno,Male,Withdrawn,Psychology,2018-01-08,,Meru,University of Nairobi
Esther Odhiambo,Female,Not Enrolled,Computer Science,2024-06-06,,Mombasa,Egerton University
Wangari Njeri,Female,Withdrawn,Law,2018-12-16,,Kisumu,University of Nairobi
Michael Wambui,Male,Withdrawn,Nursing,2018-06-14,,Machakos,Kenyatta University
Luke Otieno,Male,Not Enrolled,Computer Science,2022-03-01,,Nyeri,Moi University
Emily Mwangi,Female,Enrolled,Nursing,2021-03-07,2023-03-07,Kisumu,University of Nairobi
Luke Achieng,Male,Withdrawn,Law,2018-05-15,,Nakuru,JKUAT
Luke Karanja,Male,Enrolled,Computer Science,2022-07-02,2028-06-30,Mombasa,JKUAT
David Karanja,Male,Not Enrolled,Computer Science,2023-01-31,,Nakuru,JKUAT
Mary Nyambura,Female,Not Enrolled,Psychology,2023-07-27,,Nyeri,University of Nairobi
Joseph Nyambura,Male,Withdrawn,Computer Science,2020-12-19,,Machakos,Egerton University
Esther Achieng,Female,Withdrawn,Mechanical Engineering,2024-05-27,,Machakos,University of Nairobi
Samuel Mwangi,Male,Withdrawn,Nursing,2022-12-24,,Nakuru,Egerton University
Daniel Odhiambo,Male,Withdrawn,Mechanical Engineering,2020-09-25,,Nyeri,Moi University
Sarah Wambui,Female,Withdrawn,Mechanical Engineering,2018-01-09,,Kisumu,Kenyatta University
David Njeri,Male,Enrolled,Computer Science,2020-02-02,2023-02-01,Meru,Kenyatta University
Mary Karanja,Female,Withdrawn,Business Administration,2020-02-02,,Nakuru,Kenyatta University
Emily Kariuki,Female,Enrolled,Psychology,2020-10-21,2025-10-20,Mombasa,Egerton University
Daniel Wambui,Male,Not Enrolled,Nursing,2021-01-19,,Kisumu,Egerton University
Richard Wambui,Male,Enrolled,Nursing,2020-03-27,2021-03-27,Kiambu,Egerton University
Joseph Odhiambo,Male,Withdrawn,Nursing,2022-12-09,,Machakos,Egerton University
Elizabeth Mwangi,Female,Withdrawn,Nursing,2020-06-11,,Meru,Moi University
Grace Nyambura,Female,Enrolled,Education,2022-01-24,2026-01-23,Kiambu,Kenyatta University
Mary Mwangi,Female,Not Enrolled,Mechanical Engineering,2024-11-18,,Kiambu,University of Nairobi
Wangari Mwangi,Female,Withdrawn,Nursing,2024-05-24,,Kisumu,JKUAT
Michael Odhiambo,Male,Not Enrolled,Business Administration,2022-09-08,,Nyeri,Egerton University
Alice Achieng,Female,Withdrawn,Law,2024-07-28,,Nairobi,Kenyatta University
David Mwangi,Male,Not Enrolled,Psychology,2018-02-21,,Nyeri,Kenyatta University
Grace Mwangi,Female,Not Enrolled,Business Administration,2022-01-11,,Machakos,Egerton University
Joseph Achieng,Male,Withdrawn,Psychology,2018-01-12,,Kiambu,University of Nairobi
James Nyambura,Male,Not Enrolled,Psychology,2023-10-22,,Nakuru,JKUAT
John Odhiambo,Male,Not Enrolled,Computer Science,2020-07-04,,Nakuru,Egerton University
Grace Wambui,Female,Not Enrolled,Education,2021-11-19,,Kiambu,University of Nairobi
Richard Otieno,Male,Enrolled,Law,2023-06-24,2029-06-22,Meru,Moi University
Luke Nyambura,Male,Enrolled,Business Administration,2023-06-23,2028-06-21,Nairobi,Egerton University
Wangari Odhiambo,Female,Withdrawn,Computer Science,2019-09-12,,Mombasa,JKUAT
Esther Wambui,Female,Withdrawn,Psychology,2018-01-28,,Kiambu,JKUAT
David Njeri,Male,Not Enrolled,Psychology,2020-01-03,,Nyeri,Kenyatta University
Sarah Achieng,Female,Enrolled,Education,2021-05-08,2026-05-07,Meru,JKUAT
Grace Mwangi,Female,Not Enrolled,Education,2019-06-24,,Meru,Egerton University
David Otieno,Male,Withdrawn,Computer Science,2023-06-24,,Mombasa,Egerton University
Grace Otieno,Female,Not Enrolled,Education,2023-10-08,,Nairobi,JKUAT
David Odhiambo,Male,Enrolled,Nursing,2022-12-03,2028-12-01,Machakos,Egerton University
James Karanja,Male,Not Enrolled,Nursing,2021-08-01,,Nakuru,JKUAT
Emily Odhiambo,Female,Enrolled,Psychology,2018-03-21,2023-03-20,Kiambu,JKUAT
Luke Kariuki,Male,Enrolled,Education,2024-06-02,2027-06-02,Mombasa,Kenyatta University
Daniel Otieno,Male,Not Enrolled,Computer Science,2022-01-29,,Machakos,Moi University
Wangari Wambui,Female,Not Enrolled,Mechanical Engineering,2018-05-23,,Kiambu,Egerton University
Mary Odhiambo,Female,Enrolled,Psychology,2023-10-11,2026-10-10,Nairobi,Moi University
David Achieng,Male,Enrolled,Mechanical Engineering,2020-11-25,2023-11-25,Mombasa,JKUAT
John Kariuki,Male,Withdrawn,Education,2022-05-03,,Kisumu,Moi University
Richard Odhiambo,Male,Enrolled,Nursing,2022-05-21,2026-05-20,Meru,JKUAT
David Achieng,Male,Enrolled,Education,2021-05-22,2027-05-21,Mombasa,Moi University
Mary Kariuki,Female,Enrolled,Mechanical Engineering,2022-12-19,2026-12-18,Nairobi,Egerton University
Elizabeth Kariuki,Female,Withdrawn,Business Administration,2018-01-25,,Kisumu,University of Nairobi
Jane Achieng,Female,Withdrawn,Education,2023-04-24,,Kisumu,Egerton University
Sarah Karanja,Female,Enrolled,Nursing,2018-09-04,2019-09-04,Machakos,Egerton University
Luke Karanja,Male,Not Enrolled,Nursing,2024-10-11,,Nairobi,Egerton University
Michael Mwangi,Male,Enrolled,Psychology,2018-07-31,2020-07-30,Mombasa,Kenyatta University
Esther Mwangi,Female,Enrolled,Business Administration,2022-04-28,2028-04-26,Kisumu,Kenyatta University
Alice Karanja,Female,Enrolled,Computer Science,2023-02-10,2027-02-09,Nyeri,Moi University
Grace Mwangi,Female,Not Enrolled,Business Administration,2023-06-08,,Machakos,JKUAT
David Karanja,Male,Withdrawn,Nursing,2020-12-30,,Nyeri,University of Nairobi
Wangari Kariuki,Female,Enrolled,Education,2019-07-02,2024-06-30,Mombasa,Egerton University
Wangari Otieno,Female,Not Enrolled,Nursing,2019-01-07,,Nakuru,Egerton University
Grace Njeri,Female,Withdrawn,Computer Science,2019-08-02,,Nyeri,University of Nairobi
Alice Njeri,Female,Withdrawn,Business Administration,2021-12-23,,Nakuru,Moi University
Alice Kariuki,Female,Enrolled,Mechanical Engineering,2024-08-14,2026-08-14,Nyeri,Egerton University
Luke Mwangi,Male,Withdrawn,Psychology,2019-03-06,,Kiambu,Moi University
Sarah Karanja,Female,Not Enrolled,Computer Science,2023-10-18,,Machakos,Moi University
Peter Mwangi,Male,Enrolled,Mechanical Engineering,2018-05-07,2022-05-06,Mombasa,JKUAT
Sarah Nyambura,Female,Enrolled,Mechanical Engineering,2018-08-05,2020-08-04,Nairobi,Egerton University
Peter Kariuki,Male,Enrolled,Education,2024-08-25,2028-08-24,Nairobi,University of Nairobi
Esther Njeri,Female,Withdrawn,Business Administration,2024-11-24,,Nairobi,Moi University
Michael Njeri,Male,Enrolled,Law,2018-04-11,2019-04-11,Nyeri,Egerton University
David Nyambura,Male,Enrolled,Law,2020-12-19,2026-12-18,Nyeri,JKUAT
Alice Wambui,Female,Withdrawn,Business Administration,2020-03-06,,Kiambu,Egerton University
Daniel Kariuki,Male,Enrolled,Law,2018-04-23,2020-04-22,Machakos,JKUAT
David Karanja,Male,Withdrawn,Psychology,2020-12-05,,Meru,Kenyatta University
Joseph Mwangi,Male,Enrolled,Computer Science,2018-07-30,2020-07-29,Mombasa,University of Nairobi
Esther Kariuki,Female,Not Enrolled,Psychology,2020-07-07,,Nairobi,JKUAT
Lucy Achieng,Female,Withdrawn,Business Administration,2019-05-26,,Nairobi,Kenyatta University
Sarah Mwangi,Female,Not Enrolled,Computer Science,2020-06-15,,Nakuru,Moi University
Peter Wambui,Male,Not Enrolled,Business Administration,2020-10-10,,Mombasa,Egerton University
Esther Odhiambo,Female,Enrolled,Psychology,2019-06-20,2022-06-19,Kiambu,Moi University
Joseph Nyambura,Male,Withdrawn,Psychology,2024-08-04,,Mombasa,Moi University
Daniel Achieng,Male,Withdrawn,Mechanical Engineering,2023-06-15,,Nairobi,Moi University
Emily Kariuki,Female,Not Enrolled,Computer Science,2018-04-30,,Kisumu,Kenyatta University
Luke Mwangi,Male,Enrolled,Nursing,2021-12-09,2023-12-09,Meru,Kenyatta University
Lucy Wambui,Female,Not Enrolled,Mechanical Engineering,2018-11-05,,Mombasa,University of Nairobi
David Mwangi,Male,Not Enrolled,Law,2019-07-21,,Nakuru,Egerton University
Lucy Kariuki,Female,Enrolled,Mechanical Engineering,2020-06-25,2026-06-24,Meru,Egerton University
Elizabeth Kariuki,Female,Not Enrolled,Education,2021-10-16,,Mombasa,JKUAT
Grace Odhiambo,Female,Not Enrolled,Nursing,2021-09-09,,Nakuru,University of Nairobi
Jane Achieng,Female,Withdrawn,Nursing,2020-08-15,,Kisumu,Egerton University
Michael Mwangi,Male,Enrolled,Mechanical Engineering,2022-06-18,2025-06-17,Meru,JKUAT
James Njeri,Male,Enrolled,Computer Science,2022-07-19,2027-07-18,Kiambu,University of Nairobi
Luke Karanja,Male,Withdrawn,Education,2019-12-30,,Kisumu,JKUAT
Lucy Kariuki,Female,Withdrawn,Psychology,2023-10-18,,Kiambu,JKUAT
Lucy Nyambura,Female,Withdrawn,Psychology,2018-04-12,,Meru,JKUAT
Emily Karanja,Female,Withdrawn,Computer Science,2023-01-03,,Machakos,Egerton University
James Karanja,Male,Not Enrolled,Law,2018-02-27,,Kiambu,Egerton University
Peter Karanja,Male,Enrolled,Business Administration,2024-07-16,2030-07-15,Machakos,Kenyatta University
John Karanja,Male,Enrolled,Nursing,2019-01-22,2020-01-22,Mombasa,University of Nairobi
Michael Kariuki,Male,Withdrawn,Law,2023-11-17,,Meru,Egerton University
David Odhiambo,Male,Enrolled,Education,2021-06-27,2022-06-27,Kiambu,JKUAT
James Otieno,Male,Not Enrolled,Computer Science,2021-02-19,,Nyeri,Moi University
Elizabeth Njeri,Female,Not Enrolled,Psychology,2020-11-05,,Machakos,JKUAT
Elizabeth Mwangi,Female,Withdrawn,Computer Science,2019-05-05,,Kisumu,Moi University
Mary Achieng,Female,Not Enrolled,Education,2018-07-24,,Kiambu,JKUAT
Joseph Odhiambo,Male,Not Enrolled,Mechanical Engineering,2022-12-18,,Kisumu,JKUAT
Elizabeth Achieng,Female,Enrolled,Law,2023-04-14,2026-04-13,Nyeri,Egerton University
Elizabeth Nyambura,Female,Withdrawn,Law,2019-10-10,,Kisumu,JKUAT
John Kariuki,Male,Enrolled,Computer Science,2022-05-02,2024-05-01,Nairobi,Moi University
Lucy Otieno,Female,Enrolled,Education,2021-04-28,2025-04-27,Kiambu,JKUAT
Samuel Otieno,Male,Not Enrolled,Mechanical Engineering,2021-06-27,,Kiambu,University of Nairobi
Jane Nyambura,Female,Not Enrolled,Mechanical Engineering,2021-03-25,,Mombasa,University of Nairobi
Elizabeth Odhiambo,Female,Withdrawn,Education,2021-08-14,,Meru,Egerton University
Wangari Nyambura,Female,Withdrawn,Education,2019-10-20,,Mombasa,Moi University
Grace Achieng,Female,Withdrawn,Education,2021-08-29,,Kiambu,Egerton University
Richard Njeri,Male,Enrolled,Education,2018-09-13,2022-09-12,Kiambu,University of Nairobi
Joseph Karanja,Male,Withdrawn,Law,2024-04-29,,Nairobi,Egerton University
Luke Mwangi,Male,Withdrawn,Business Administration,2022-03-07,,Machakos,Moi University
Luke Kariuki,Male,Withdrawn,Education,2018-11-11,,Mombasa,JKUAT
Elizabeth Mwangi,Female,Enrolled,Business Administration,2018-09-27,2021-09-26,Meru,Kenyatta University
Joseph Karanja,Male,Enrolled,Mechanical Engineering,2019-06-20,2021-06-19,Kiambu,University of Nairobi
Michael Njeri,Male,Withdrawn,Computer Science,2018-12-14,,Kiambu,University of Nairobi
Wangari Odhiambo,Female,Withdrawn,Business Administration,2018-07-31,,Kiambu,Egerton University
Lucy Odhiambo,Female,Enrolled,Education,2024-02-10,2026-02-09,Kisumu,Kenyatta University
James Otieno,Male,Enrolled,Mechanical Engineering,2023-08-14,2029-08-12,Mombasa,Moi University
Daniel Kariuki,Male,Not Enrolled,Business Administration,2019-01-27,,Kisumu,Moi University
Peter Karanja,Male,Withdrawn,Nursing,2024-12-13,,Kiambu,Kenyatta University
Mary Karanja,Female,Withdrawn,Computer Science,2023-07-06,,Nairobi,JKUAT
Luke Otieno,Male,Enrolled,Business Administration,2018-11-25,2022-11-24,Kiambu,JKUAT
James Wambui,Male,Not Enrolled,Education,2023-12-22,,Kiambu,Kenyatta University
Elizabeth Njeri,Female,Withdrawn,Law,2021-11-29,,Kisumu,University of Nairobi
Wangari Mwangi,Female,Withdrawn,Psychology,2021-06-26,,Nairobi,Kenyatta University
Luke Karanja,Male,Not Enrolled,Nursing,2024-08-14,,Nakuru,JKUAT
Alice Achieng,Female,Withdrawn,Computer Science,2019-02-22,,Nyeri,Egerton University
