Full Name,ID No,Gender,Enrollment Date,Program of Study,Course Code,Semester,Grade,GPA,Cumulative GPA,Course Status,Academic Standing
Lucy Kariuki,S63966190,Female,2024-10-12,Education,BIO150,Spring 2024,D+,2.97,3.07,Completed,Probation
Michael Karanja,S97170908,Male,2020-01-06,Education,MATH250,Summer 2024,B+,2.86,2.96,Completed,Probation
Wangari Otieno,S38115437,Female,2019-08-03,Business Administration,CS101,Spring 2024,A,3.75,3.35,Failed,Probation
Daniel Otieno,S77566390,Male,2021-05-02,Education,PSY201,Fall 2024,A,3.1,3.23,Completed,Good Standing
Joseph Njeri,S79482981,Male,2024-05-28,Education,MATH250,Spring 2024,C+,1.14,2.19,Completed,Suspended
Peter Karanja,S11139900,Male,2022-12-26,Education,ECON150,Spring 2024,D+,3.96,3.08,Completed,Good Standing
Lucy Otieno,S45730055,Female,2020-08-06,Law,PSY201,Fall 2023,C,2.65,2.87,Failed,Good Standing
Daniel Achieng,S73672036,Male,2024-01-05,Mechanical Engineering,ECON150,Fall 2023,D+,2.3,2.58,Withdrawn,Good Standing
John Nyambura,S17119852,Male,2023-07-22,Business Administration,CS101,Fall 2024,B,3.59,3.08,Failed,Good Standing
Joseph Njeri,S69883973,Male,2022-11-30,Business Administration,ECON150,Spring 2024,C+,3.67,3.38,Completed,Good Standing
Daniel Wambui,S47213252,Male,2018-04-25,Computer Science,PSY201,Fall 2023,D,1.18,2.28,Completed,Suspended
David Karanja,S23776156,Male,2022-10-25,Mechanical Engineering,MATH250,Spring 2024,A,3.92,3.1,Completed,Good Standing
Alice Karanja,S26737544,Female,2022-03-22,Mechanical Engineering,CS101,Fall 2023,C+,3.47,3.29,Failed,Good Standing
Jane Karanja,S70524637,Female,2022-11-21,Business Administration,CS101,Fall 2023,B,2.38,2.83,Withdrawn,Good Standing
Samuel Njeri,S39135340,Male,2021-06-16,Nursing,MATH250,Summer 2024,D+,1.11,1.97,Completed,Probation
Samuel Kariuki,S18278690,Male,2021-12-17,Computer Science,LAW102,Summer 2024,D+,3.68,2.83,Failed,Suspended
Elizabeth Kariuki,S55535304,Female,2018-07-10,Mechanical Engineering,CS101,Fall 2024,A,1.49,2.16,Withdrawn,Suspended
Daniel Njeri,S46989897,Male,2024-06-12,Business Administration,ENGR301,Fall 2023,A,3.94,3.05,Completed,Suspended
Michael Nyambura,S56676354,Male,2022-09-21,Psychology,BIO150,Summer 2024,C,3.65,3.35,Completed,Good Standing
Emily Kariuki,S21423599,Female,2023-08-04,Law,CS101,Spring 2024,D+,1.98,2.67,Failed,Suspended
Peter Kariuki,S42752351,Male,2021-01-05,Nursing,ECON150,Summer 2024,C+,2.42,2.54,Withdrawn,Good Standing
Luke Njeri,S46017027,Male,2022-09-17,Education,ECON150,Fall 2024,F,3.03,2.79,Completed,Probation
John Achieng,S13169869,Male,2019-12-21,Nursing,MATH250,Spring 2024,F,1.35,2.07,Withdrawn,Probation
Luke Nyambura,S43754544,Male,2022-05-15,Psychology,LAW102,Fall 2023,C+,2.86,2.46,Completed,Good Standing
James Nyambura,S25405427,Male,2023-01-18,Nursing,ECON150,Fall 2023,B+,1.07,1.77,Withdrawn,Good Standing
Sarah Njeri,S67962712,Female,2024-08-12,Nursing,MATH250,Summer 2024,A,3.33,2.55,Withdrawn,Probation
Lucy Karanja,S89911248,Female,2021-08-12,Law,LAW102,Fall 2023,B+,1.48,2.01,Completed,Good Standing
David Karanja,S27167877,Male,2019-02-03,Business Administration,CS101,Fall 2023,F,2.32,2.17,Completed,Probation
Michael Achieng,S56964731,Male,2021-10-24,Mechanical Engineering,MATH250,Spring 2024,C+,2.88,2.52,Completed,Good Standing
Sarah Kariuki,S40532524,Female,2018-07-31,Computer Science,PSY201,Spring 2024,B,3.71,3.12,Completed,Suspended
Lucy Karanja,S54960246,Female,2020-01-27,Nursing,LAW102,Summer 2024,C+,3.43,3.28,Failed,Suspended
Grace Kariuki,S54984840,Female,2019-12-21,Education,CS101,Summer 2024,D,2.92,3.1,Withdrawn,Suspended
Grace Nyambura,S63711991,Female,2022-12-06,Business Administration,ENGR301,Fall 2023,B+,3.47,3.29,Withdrawn,Probation
James Otieno,S27261927,Male,2021-04-28,Business Administration,LAW102,Summer 2024,A,2.59,2.94,Withdrawn,Suspended
Wangari Otieno,S18342142,Female,2019-06-22,Business Administration,BIO150,Summer 2024,C,3.22,3.08,Failed,Probation
Daniel Kariuki,S40150519,Male,2020-08-25,Psychology,BIO150,Fall 2024,D+,3.88,3.48,Withdrawn,Probation
Joseph Kariuki,S20786784,Male,2020-04-04,Psychology,BIO150,Fall 2023,B,1.49,2.48,Withdrawn,Suspended
Wangari Odhiambo,S70539083,Female,2018-07-30,Nursing,BIO150,Summer 2024,D+,3.21,2.84,Completed,Suspended
Wangari Wambui,S19626805,Female,2019-09-06,Nursing,LAW102,Fall 2023,D+,2.28,2.56,Withdrawn,Suspended
Alice Otieno,S46755471,Female,2020-12-10,Business Administration,MATH250,Fall 2023,C+,3.61,3.08,Withdrawn,Good Standing
Luke Mwangi,S21893215,Male,2021-10-31,Education,MATH250,Fall 2023,D+,3.76,3.42,Completed,Suspended
Michael Achieng,S33632294,Male,2019-01-11,Psychology,ECON150,Summer 2024,D+,3.21,3.31,Failed,Good Standing
Grace Wambui,S75462801,Female,2020-11-25,Psychology,BIO150,Summer 2024,D,1.66,2.48,Withdrawn,Probation
Wangari Achieng,S14536282,Female,2020-03-18,Education,PSY201,Spring 2024,D+,3.07,2.77,Failed,Suspended
Jane Wambui,S30225963,Female,2021-07-02,Nursing,CS101,Spring 2024,D+,2.43,2.6,Withdrawn,Probation
James Achieng,S27657275,Male,2022-03-08,Law,MATH250,Summer 2024,F,2.93,2.77,Failed,Probation
John Odhiambo,S75453742,Male,2019-07-07,Psychology,MATH250,Fall 2024,F,2.82,2.79,Completed,Suspended
Jane Wambui,S15882816,Female,2022-08-14,Education,BIO150,Summer 2024,B+,3.65,3.22,Completed,Good Standing
Samuel Odhiambo,S35781343,Male,2022-10-09,Business Administration,BIO150,Fall 2024,C,1.13,2.17,Withdrawn,Suspended
Lucy Mwangi,S25191445,Female,2020-01-06,Business Administration,PSY201,Spring 2024,C+,2.06,2.12,Withdrawn,Good Standing
Wangari Kariuki,S86628011,Female,2021-05-25,Law,LAW102,Fall 2024,F,1.15,1.64,Completed,Probation
Esther Njeri,S73888817,Female,2019-01-22,Law,CS101,Summer 2024,B+,3.66,2.65,Withdrawn,Suspended
Joseph Njeri,S33195665,Male,2020-08-01,Education,PSY201,Fall 2024,B,1.35,2.0,Failed,Suspended
Luke Achieng,S49855453,Male,2022-11-21,Education,BIO150,Fall 2023,A,3.18,2.59,Completed,Suspended
Daniel Karanja,S53270338,Male,2024-09-25,Psychology,MATH250,Spring 2024,C+,1.43,2.01,Withdrawn,Suspended
Joseph Achieng,S64723873,Male,2024-12-09,Nursing,BIO150,Fall 2024,C,3.47,2.74,Failed,Good Standing
Wangari Karanja,S10698267,Female,2023-03-07,Nursing,LAW102,Fall 2024,F,3.13,2.94,Completed,Probation
Emily Odhiambo,S52109552,Female,2019-05-21,Education,ENGR301,Spring 2024,F,3.04,2.99,Withdrawn,Probation
Samuel Odhiambo,S97466902,Male,2024-12-11,Education,ENGR301,Spring 2024,A,2.13,2.56,Completed,Suspended
Sarah Mwangi,S73430822,Female,2019-04-30,Business Administration,ECON150,Summer 2024,B+,1.5,2.03,Withdrawn,Good Standing
Wangari Nyambura,S56554390,Female,2023-09-01,Business Administration,ECON150,Summer 2024,B,2.58,2.3,Completed,Good Standing
Michael Otieno,S25743521,Male,2023-11-23,Nursing,ECON150,Fall 2023,C,2.6,2.45,Completed,Suspended
Michael Odhiambo,S46612474,Male,2023-12-23,Computer Science,CS101,Fall 2023,F,2.23,2.34,Failed,Probation
Elizabeth Njeri,S31739459,Female,2021-07-21,Education,ECON150,Fall 2024,D+,3.6,2.97,Withdrawn,Probation
Lucy Odhiambo,S38270837,Female,2018-02-28,Business Administration,CS101,Summer 2024,D,3.38,3.17,Withdrawn,Probation
Esther Odhiambo,S77063158,Female,2021-12-10,Computer Science,CS101,Fall 2024,D,2.76,2.96,Failed,Probation
John Otieno,S89864000,Male,2023-04-18,Education,PSY201,Spring 2024,B,2.78,2.87,Failed,Probation
Emily Njeri,S36762522,Female,2022-05-11,Mechanical Engineering,LAW102,Fall 2023,C+,3.9,3.38,Completed,Probation
Daniel Otieno,S51873004,Male,2022-02-07,Nursing,LAW102,Fall 2024,C+,3.02,3.2,Completed,Suspended
Elizabeth Odhiambo,S85615038,Female,2022-10-03,Mechanical Engineering,BIO150,Summer 2024,B,3.37,3.29,Withdrawn,Probation
Alice Achieng,S77062560,Female,2018-06-10,Mechanical Engineering,ENGR301,Spring 2024,C+,3.7,3.5,Failed,Good Standing
Lucy Karanja,S20183776,Female,2018-12-26,Business Administration,LAW102,Spring 2024,C,2.72,3.11,Completed,Probation
Luke Njeri,S85331899,Male,2023-08-20,Education,PSY201,Summer 2024,D+,1.94,2.52,Completed,Suspended
Wangari Nyambura,S39833294,Female,2022-07-31,Education,ECON150,Fall 2024,C,1.95,2.23,Withdrawn,Good Standing
John Mwangi,S63081046,Male,2022-12-31,Psychology,LAW102,Fall 2023,D+,3.68,2.96,Failed,Good Standing
Lucy Odhiambo,S41065436,Female,2022-01-03,Computer Science,PSY201,Fall 2023,C+,1.77,2.37,Failed,Probation
Luke Achieng,S32043295,Male,2018-04-10,Nursing,LAW102,Fall 2024,C+,1.49,1.93,Withdrawn,Suspended
Richard Otieno,S91891271,Male,2022-08-22,Education,BIO150,Summer 2024,C,3.28,2.6,Failed,Suspended
Michael Njeri,S47757726,Male,2020-09-09,Mechanical Engineering,PSY201,Fall 2023,D+,1.18,1.89,Completed,Suspended
David Kariuki,S73371123,Male,2018-02-08,Mechanical Engineering,MATH250,Fall 2023,B+,2.96,2.42,Withdrawn,Good Standing
Peter Nyambura,S71588036,Male,2018-12-25,Computer Science,BIO150,Fall 2023,C+,1.06,1.74,Failed,Probation
Jane Mwangi,S72468923,Female,2023-12-07,Mechanical Engineering,ENGR301,Summer 2024,D,2.8,2.27,Withdrawn,Suspended
Esther Njeri,S70863474,Female,2023-05-20,Business Administration,BIO150,Fall 2023,B,1.07,1.67,Failed,Probation
David Kariuki,S16203621,Male,2021-02-04,Business Administration,BIO150,Fall 2024,D,1.33,1.5,Completed,Probation
Lucy Karanja,S26135575,Female,2020-01-25,Psychology,ENGR301,Fall 2023,D+,1.17,1.33,Completed,Probation
Jane Wambui,S47860334,Female,2019-02-17,Nursing,CS101,Fall 2023,C+,2.64,1.99,Completed,Suspended
Grace Njeri,S45838467,Female,2021-05-12,Law,LAW102,Fall 2024,B,2.46,2.23,Completed,Probation
Peter Odhiambo,S76655507,Male,2019-03-21,Mechanical Engineering,ENGR301,Fall 2024,D,3.09,2.66,Withdrawn,Good Standing
Richard Odhiambo,S21070445,Male,2020-06-25,Education,ECON150,Fall 2024,A,3.29,2.98,Withdrawn,Good Standing
Alice Kariuki,S97529298,Female,2024-03-29,Psychology,PSY201,Summer 2024,B,3.4,3.19,Completed,Probation
Daniel Njeri,S39959920,Male,2018-03-29,Business Administration,BIO150,Summer 2024,A,3.4,3.29,Completed,Probation
Jane Wambui,S11549912,Female,2022-09-18,Nursing,LAW102,Summer 2024,D,2.25,2.77,Withdrawn,Suspended
Mary Otieno,S44542018,Female,2018-07-17,Education,LAW102,Fall 2023,C,3.83,3.3,Failed,Good Standing
David Kariuki,S94333362,Male,2019-12-19,Computer Science,LAW102,Fall 2024,B,3.46,3.38,Withdrawn,Suspended
Mary Kariuki,S23447781,Female,2021-05-20,Mechanical Engineering,PSY201,Spring 2024,C+,2.86,3.12,Failed,Good Standing
Elizabeth Karanja,S52383184,Female,2022-11-20,Nursing,ECON150,Spring 2024,B+,3.14,3.13,Failed,Good Standing
Alice Mwangi,S24613380,Female,2021-03-13,Business Administration,BIO150,Fall 2024,A,2.15,2.64,Failed,Good Standing
Elizabeth Kariuki,S56880859,Female,2019-06-13,Mechanical Engineering,LAW102,Spring 2024,D+,1.13,1.89,Failed,Suspended
Emily Wambui,S99800618,Female,2024-09-28,Psychology,CS101,Fall 2024,A,1.01,1.45,Completed,Good Standing
Lucy Wambui,S44554468,Female,2019-02-12,Computer Science,LAW102,Fall 2023,D+,2.83,2.14,Completed,Probation
Richard Achieng,S32133828,Male,2022-10-08,Law,CS101,Spring 2024,C+,1.0,1.57,Withdrawn,Probation
Elizabeth Achieng,S72059437,Female,2019-12-27,Business Administration,ECON150,Fall 2023,A,2.14,1.85,Withdrawn,Suspended
Jane Njeri,S71123053,Female,2018-06-15,Mechanical Engineering,LAW102,Summer 2024,A,1.9,1.88,Completed,Probation
Wangari Njeri,S16356005,Female,2022-03-28,Computer Science,CS101,Summer 2024,C+,1.32,1.6,Withdrawn,Probation
Grace Karanja,S16883524,Female,2018-07-18,Mechanical Engineering,ENGR301,Spring 2024,B,3.43,2.52,Completed,Suspended
Sarah Nyambura,S33398950,Female,2020-01-03,Law,MATH250,Fall 2024,C,3.22,2.87,Failed,Probation
Esther Mwangi,S59878657,Female,2021-07-24,Business Administration,LAW102,Fall 2023,C,1.53,2.2,Withdrawn,Probation
Lucy Nyambura,S36027634,Female,2022-06-01,Psychology,ENGR301,Summer 2024,B,3.13,2.67,Withdrawn,Probation
James Achieng,S61862826,Male,2022-06-17,Psychology,BIO150,Fall 2023,C+,1.7,2.19,Completed,Good Standing
Michael Mwangi,S34215450,Male,2022-10-31,Mechanical Engineering,CS101,Summer 2024,B,3.38,2.79,Failed,Probation
Alice Karanja,S70614779,Female,2022-03-25,Computer Science,ENGR301,Summer 2024,C+,3.09,2.94,Withdrawn,Suspended
Peter Njeri,S68430754,Male,2024-06-23,Mechanical Engineering,ECON150,Fall 2024,C+,3.75,3.34,Completed,Good Standing
Esther Karanja,S52682288,Female,2020-02-15,Psychology,ENGR301,Fall 2023,D,2.79,3.06,Withdrawn,Probation
Elizabeth Mwangi,S97837960,Female,2023-09-23,Nursing,MATH250,Spring 2024,C+,1.69,2.38,Completed,Suspended
Mary Karanja,S61477911,Female,2018-10-12,Computer Science,MATH250,Fall 2023,B+,2.16,2.27,Withdrawn,Good Standing
Alice Achieng,S69851647,Female,2019-07-17,Nursing,LAW102,Fall 2023,C+,1.46,1.86,Failed,Good Standing
Sarah Achieng,S71332885,Female,2020-12-16,Psychology,PSY201,Summer 2024,D+,2.76,2.31,Failed,Suspended
Lucy Otieno,S99776796,Female,2024-11-08,Education,PSY201,Fall 2023,C,3.41,2.86,Withdrawn,Probation
Samuel Karanja,S22986654,Male,2019-03-12,Computer Science,MATH250,Summer 2024,C,2.9,2.88,Withdrawn,Probation
Michael Mwangi,S92315570,Male,2019-06-29,Nursing,ECON150,Summer 2024,C,2.57,2.72,Completed,Good Standing
Sarah Achieng,S44002414,Female,2018-04-01,Mechanical Engineering,PSY201,Summer 2024,C,2.82,2.77,Failed,Probation
Esther Mwangi,S89825338,Female,2024-05-13,Education,CS101,Spring 2024,D+,3.77,3.27,Completed,Good Standing
Joseph Nyambura,S60897146,Male,2024-05-01,Mechanical Engineering,MATH250,Summer 2024,B,3.0,3.13,Failed,Good Standing
James Njeri,S90718391,Male,2022-07-28,Computer Science,LAW102,Fall 2024,F,1.28,2.21,Withdrawn,Suspended
Grace Nyambura,S48611911,Female,2024-09-21,Business Administration,MATH250,Summer 2024,D+,1.96,2.08,Failed,Probation
Peter Otieno,S71287995,Male,2020-04-29,Business Administration,MATH250,Spring 2024,B+,3.38,2.73,Completed,Probation
Mary Odhiambo,S54481453,Female,2019-10-10,Business Administration,ECON150,Summer 2024,C,1.37,2.05,Withdrawn,Good Standing
James Achieng,S94999381,Male,2022-01-11,Computer Science,LAW102,Fall 2023,F,2.98,2.51,Failed,Good Standing
Jane Karanja,S45099890,Female,2019-05-12,Business Administration,ECON150,Fall 2023,D+,1.44,1.97,Completed,Suspended
Lucy Otieno,S93556822,Female,2022-04-06,Education,ENGR301,Fall 2024,F,1.23,1.6,Completed,Probation
Jane Njeri,S21509358,Female,2021-04-26,Mechanical Engineering,ECON150,Fall 2024,A,3.6,2.6,Completed,Good Standing
Alice Otieno,S62220926,Female,2024-02-24,Computer Science,PSY201,Fall 2024,D,3.59,3.09,Completed,Good Standing
Richard Wambui,S92077012,Male,2020-01-28,Computer Science,MATH250,Summer 2024,D+,2.69,2.89,Withdrawn,Probation
Richard Otieno,S84023919,Male,2023-10-07,Nursing,PSY201,Fall 2024,C+,3.05,2.97,Failed,Probation
John Mwangi,S33399146,Male,2019-01-09,Mechanical Engineering,ECON150,Fall 2023,C,1.57,2.27,Failed,Suspended
James Odhiambo,S26883842,Male,2021-01-22,Law,MATH250,Summer 2024,B+,2.79,2.53,Withdrawn,Good Standing
James Karanja,S39518666,Male,2018-12-28,Law,CS101,Spring 2024,B,1.11,1.82,Completed,Good Standing
Jane Odhiambo,S77509655,Female,2018-11-24,Education,MATH250,Fall 2024,B,2.8,2.31,Failed,Good Standing
Samuel Otieno,S67130453,Male,2024-11-02,Law,ECON150,Fall 2023,D,2.02,2.17,Completed,Suspended
Peter Mwangi,S45008062,Male,2021-04-15,Nursing,ECON150,Fall 2023,C+,3.1,2.63,Completed,Good Standing
Richard Odhiambo,S80624410,Male,2020-09-08,Psychology,ECON150,Spring 2024,D+,2.01,2.32,Failed,Good Standing
Daniel Mwangi,S84483834,Male,2024-03-12,Education,LAW102,Spring 2024,D+,2.0,2.16,Withdrawn,Probation
Richard Wambui,S52931168,Male,2023-08-17,Mechanical Engineering,ENGR301,Fall 2023,B+,2.17,2.17,Withdrawn,Good Standing
John Achieng,S75235595,Male,2020-06-05,Mechanical Engineering,PSY201,Summer 2024,D,1.29,1.73,Withdrawn,Probation
Mary Nyambura,S36586587,Female,2018-03-14,Education,MATH250,Summer 2024,B,3.98,2.85,Withdrawn,Good Standing
Wangari Karanja,S48194233,Female,2018-03-22,Law,ENGR301,Fall 2024,F,3.15,3.0,Completed,Suspended
Esther Achieng,S12831909,Female,2023-03-15,Education,PSY201,Spring 2024,C,1.35,2.17,Failed,Probation
Richard Otieno,S11496398,Male,2019-11-19,Computer Science,ENGR301,Spring 2024,D,2.7,2.44,Failed,Suspended
Alice Wambui,S49980554,Female,2022-02-01,Education,MATH250,Spring 2024,C,1.77,2.1,Withdrawn,Probation
Mary Wambui,S28719119,Female,2022-10-15,Psychology,ECON150,Spring 2024,C+,1.88,1.99,Withdrawn,Probation
Sarah Mwangi,S31105255,Female,2024-07-30,Business Administration,LAW102,Fall 2023,F,3.2,2.6,Failed,Suspended
Esther Wambui,S71045597,Female,2021-10-29,Law,ENGR301,Fall 2023,D,2.58,2.59,Failed,Suspended
Esther Achieng,S12543626,Female,2024-08-30,Nursing,PSY201,Summer 2024,B,1.18,1.88,Completed,Probation
Sarah Wambui,S68884631,Female,2024-11-23,Nursing,BIO150,Spring 2024,B+,3.12,2.5,Failed,Good Standing
John Karanja,S55542191,Male,2024-04-19,Business Administration,CS101,Spring 2024,B,3.97,3.24,Completed,Suspended
David Otieno,S59256211,Male,2024-08-18,Computer Science,LAW102,Spring 2024,C,2.2,2.72,Completed,Probation
James Njeri,S51254358,Male,2024-02-17,Law,MATH250,Summer 2024,B,2.57,2.65,Withdrawn,Good Standing
James Achieng,S76453099,Male,2018-01-12,Computer Science,LAW102,Fall 2024,F,1.03,1.84,Withdrawn,Probation
John Mwangi,S93651683,Male,2020-11-13,Business Administration,ECON150,Summer 2024,C+,2.13,1.98,Withdrawn,Suspended
Peter Wambui,S18262494,Male,2022-05-15,Nursing,BIO150,Spring 2024,D+,2.73,2.35,Withdrawn,Good Standing
Lucy Otieno,S81053376,Female,2021-06-01,Nursing,LAW102,Fall 2024,D,1.24,1.79,Completed,Good Standing
Alice Achieng,S26716718,Female,2018-10-18,Psychology,BIO150,Fall 2023,B,3.85,2.82,Withdrawn,Suspended
Jane Kariuki,S90238559,Female,2022-12-07,Nursing,MATH250,Summer 2024,D,2.39,2.6,Withdrawn,Good Standing
Esther Odhiambo,S37278648,Female,2024-12-19,Law,CS101,Fall 2023,B+,2.16,2.38,Failed,Suspended
Sarah Odhiambo,S27556685,Female,2023-08-29,Education,CS101,Fall 2023,A,2.84,2.61,Completed,Suspended
Joseph Odhiambo,S10194585,Male,2021-02-25,Psychology,ENGR301,Fall 2024,B,3.75,3.18,Withdrawn,Suspended
Joseph Wambui,S17716803,Male,2021-03-11,Business Administration,CS101,Spring 2024,C,3.55,3.37,Failed,Good Standing
Daniel Nyambura,S70287725,Male,2019-03-30,Nursing,LAW102,Summer 2024,C,1.65,2.51,Completed,Good Standing
Joseph Otieno,S95300087,Male,2022-05-24,Psychology,ENGR301,Fall 2023,F,3.53,3.02,Failed,Suspended
Joseph Njeri,S68128726,Male,2021-01-05,Psychology,PSY201,Summer 2024,A,3.69,3.35,Withdrawn,Good Standing
Alice Otieno,S89086431,Female,2023-11-29,Mechanical Engineering,MATH250,Summer 2024,F,2.8,3.08,Withdrawn,Suspended
Peter Odhiambo,S84061661,Male,2022-10-23,Computer Science,MATH250,Fall 2023,B,2.59,2.83,Withdrawn,Good Standing
James Achieng,S10380580,Male,2023-08-01,Law,ENGR301,Fall 2023,B,1.21,2.02,Failed,Suspended
Richard Mwangi,S80955004,Male,2019-09-03,Mechanical Engineering,PSY201,Spring 2024,F,2.54,2.28,Failed,Suspended
Wangari Kariuki,S31140467,Female,2020-11-04,Nursing,LAW102,Fall 2024,D+,2.83,2.55,Failed,Good Standing
Wangari Mwangi,S67281190,Female,2021-04-06,Business Administration,ECON150,Fall 2024,D,1.75,2.15,Failed,Probation
Wangari Achieng,S29441791,Female,2020-06-05,Education,PSY201,Spring 2024,C+,3.65,2.9,Completed,Good Standing
David Odhiambo,S64586242,Male,2021-10-01,Computer Science,BIO150,Fall 2023,B+,1.67,2.29,Completed,Good Standing
Daniel Wambui,S22741730,Male,2022-06-07,Education,ENGR301,Fall 2023,C,1.68,1.98,Withdrawn,Good Standing
John Njeri,S80179101,Male,2022-08-07,Business Administration,LAW102,Fall 2024,F,1.89,1.94,Withdrawn,Good Standing
Esther Kariuki,S32395448,Female,2018-05-27,Computer Science,PSY201,Fall 2024,B+,2.72,2.33,Failed,Probation
David Mwangi,S80811941,Male,2022-07-08,Psychology,BIO150,Fall 2024,F,3.36,2.84,Failed,Probation
Grace Njeri,S97512670,Female,2018-02-23,Psychology,CS101,Fall 2024,F,1.37,2.1,Failed,Suspended
David Achieng,S11251631,Male,2018-09-07,Business Administration,ECON150,Spring 2024,D+,2.69,2.4,Withdrawn,Probation
Peter Odhiambo,S15196279,Male,2019-08-23,Business Administration,ENGR301,Fall 2024,B,2.33,2.37,Withdrawn,Suspended
Luke Kariuki,S65758659,Male,2018-02-11,Law,CS101,Fall 2023,A,2.77,2.57,Withdrawn,Probation
Grace Mwangi,S58532328,Female,2022-09-02,Computer Science,CS101,Fall 2024,D,1.92,2.25,Withdrawn,Suspended
Elizabeth Karanja,S72020553,Female,2024-08-17,Psychology,LAW102,Summer 2024,B+,3.61,2.93,Failed,Suspended
Luke Karanja,S60124543,Male,2023-04-06,Nursing,PSY201,Summer 2024,D,3.26,3.09,Withdrawn,Probation
Mary Mwangi,S44270758,Female,2019-07-22,Law,ECON150,Summer 2024,C,1.39,2.24,Withdrawn,Probation
Alice Odhiambo,S25378579,Female,2024-10-11,Nursing,LAW102,Spring 2024,F,2.88,2.56,Withdrawn,Suspended
Samuel Karanja,S20413759,Male,2022-04-30,Law,MATH250,Fall 2024,C+,3.37,2.96,Failed,Suspended
Alice Njeri,S46081930,Female,2023-05-13,Business Administration,PSY201,Fall 2023,F,3.61,3.29,Failed,Suspended
John Wambui,S62477319,Male,2022-07-13,Business Administration,CS101,Summer 2024,F,1.4,2.34,Completed,Good Standing
David Njeri,S28154573,Male,2020-03-21,Psychology,ENGR301,Fall 2023,B+,1.66,2.0,Failed,Probation
Joseph Wambui,S70863645,Male,2020-05-17,Law,ECON150,Fall 2023,F,2.41,2.21,Withdrawn,Suspended
Daniel Kariuki,S89576364,Male,2021-02-02,Mechanical Engineering,ECON150,Summer 2024,A,1.76,1.98,Failed,Good Standing
Michael Mwangi,S17092570,Male,2018-03-21,Computer Science,BIO150,Spring 2024,A,3.95,2.96,Completed,Good Standing
Richard Wambui,S30911868,Male,2021-08-15,Education,BIO150,Fall 2023,A,2.72,2.84,Failed,Probation
Esther Mwangi,S18847955,Female,2022-09-25,Psychology,ENGR301,Fall 2023,B,1.67,2.25,Failed,Probation
