Full Name,ID No,Gender,Date of Birth,Age,Ethnicity,Disability Status,Household Income,Primary Language,Grade,County,School Type
David Kariuki,S67981148,Male,02/02/2013,11,Kalenjin,Physical,"< KSh 20,000",Maasai,Class 6,Uasin Gishu,Private
Luke Kariuki,S32012055,Male,24/03/2014,10,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Luo,Form 4,Uasin Gishu,Private
Sarah Njeri,S50382861,Female,05/03/2013,11,Kikuyu,Hearing Impairment,"< KSh 20,000",Luo,Class 8,Mombasa,Special School
Luke Wambui,S55520023,Male,04/03/2013,11,Coast,Hearing Impairment,"< KSh 20,000",Luhya,Form 1,Murang'a,Private
James Odhiambo,S39078790,Male,16/08/2014,10,Kalenjin,Visual Impairment,"> KSh 100,000",Maasai,Class 2,Mombasa,Private
Alice Nyambura,S34072068,Female,20/01/2006,18,Meru,None,"> KSh 100,000",Maasai,Class 8,Kisumu,Public
Wangari Wambui,S39267051,Female,04/11/2005,19,Kamba,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Kiambu,Private
Alice Nyambura,S99891133,Female,11/10/2009,15,Meru,None,"> KSh 100,000",Maasai,Class 6,Uasin Gishu,Public
Sarah Nyambura,S26545258,Female,05/04/2014,10,Kalenjin,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 1,Nyeri,Private
Daniel Achieng,S26504251,Male,18/11/2007,17,Coast,Physical,"> KSh 100,000",Luhya,Form 4,Kisumu,Public
James Kariuki,S50764702,Male,03/07/2011,13,Mijikenda,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 5,Kisumu,Private
Samuel Karanja,S11837176,Male,20/05/2013,11,Luhya,Learning,"KSh 50,000 - KSh 100,000",Swahili,Form 4,Kisumu,Private
Esther Wambui,S31364460,Female,17/03/2007,17,Maasai,Visual Impairment,"< KSh 20,000",Kiswahili,Class 6,Eldoret,Private
Alice Njeri,S91855771,Female,30/12/2007,17,Kamba,None,"KSh 20,000 - KSh 50,000",Kikuyu,Class 8,Eldoret,Public
Emily Karanja,S67471857,Female,23/01/2006,18,Meru,Physical,"KSh 50,000 - KSh 100,000",Maasai,Class 7,Kisumu,Special School
Peter Mwangi,S74075651,Male,12/07/2010,14,Kikuyu,Visual Impairment,"> KSh 100,000",English,Class 7,Nakuru,Private
Daniel Achieng,S88385911,Male,05/05/2011,13,Meru,Learning,"> KSh 100,000",Maasai,Class 6,Nakuru,Private
Joseph Wambui,S13348489,Male,06/02/2012,12,Kisii,Learning,"> KSh 100,000",Swahili,Class 1,Nakuru,Public
Emily Odhiambo,S86917579,Female,26/11/2008,16,Kamba,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 7,Kiambu,Public
Jane Odhiambo,S22660677,Female,11/06/2006,18,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Form 2,Kisumu,Public
Emily Njeri,S34784431,Female,13/02/2013,11,Luo,Physical,"< KSh 20,000",English,Class 6,Nairobi,Private
Daniel Njeri,S19564943,Male,22/10/2008,16,Luhya,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Uasin Gishu,Private
Samuel Mwangi,S12364174,Male,14/11/2009,15,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Luo,Class 5,Nyeri,Public
Joseph Nyambura,S71588127,Male,21/08/2005,19,Kalenjin,Visual Impairment,"< KSh 20,000",Kikuyu,Class 7,Nakuru,Private
Alice Mwangi,S77891086,Female,04/09/2010,14,Luhya,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 8,Kisumu,Special School
David Kariuki,S57463798,Male,24/04/2011,13,Coast,None,"> KSh 100,000",Maasai,Class 6,Nyeri,Public
Sarah Nyambura,S31586622,Female,25/07/2007,17,Luhya,Learning,"KSh 20,000 - KSh 50,000",Kikuyu,Form 3,Machakos,Private
Richard Njeri,S89035175,Male,09/02/2005,19,Luo,Learning,"> KSh 100,000",Kikuyu,Form 3,Kisumu,Private
Daniel Otieno,S49213590,Male,16/07/2005,19,Kalenjin,None,"< KSh 20,000",Kiswahili,Class 6,Machakos,Private
Grace Nyambura,S32861465,Female,28/12/2010,14,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Form 3,Kisumu,Public
Sarah Wambui,S81864025,Female,02/09/2007,17,Kikuyu,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 2,Kisumu,Public
Alice Nyambura,S88354838,Female,22/06/2012,12,Coast,Physical,"< KSh 20,000",Swahili,Class 3,Uasin Gishu,Private
Luke Njeri,S44973909,Male,29/01/2014,10,Meru,None,"> KSh 100,000",Swahili,Class 5,Mombasa,Public
Mary Nyambura,S75614072,Female,03/05/2010,14,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 4,Nairobi,Special School
Elizabeth Wambui,S60072377,Female,24/08/2010,14,Kikuyu,None,"KSh 50,000 - KSh 100,000",Luo,Form 3,Nakuru,Special School
Michael Wambui,S99330089,Male,27/10/2006,18,Meru,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Uasin Gishu,Public
Emily Njeri,S31350481,Female,03/05/2012,12,Mijikenda,Physical,"> KSh 100,000",Luo,Class 6,Mombasa,Public
James Njeri,S50422762,Male,23/09/2008,16,Kikuyu,Physical,"> KSh 100,000",Kikuyu,Form 4,Machakos,Public
Emily Wambui,S12752964,Female,13/07/2012,12,Kikuyu,Physical,"> KSh 100,000",English,Class 1,Nakuru,Special School
Sarah Wambui,S53642271,Female,14/11/2014,10,Kamba,None,"> KSh 100,000",Kikuyu,Form 2,Mombasa,Public
Joseph Achieng,S82535961,Male,03/09/2013,11,Maasai,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Mombasa,Private
Grace Achieng,S84192510,Female,28/10/2008,16,Meru,Visual Impairment,"< KSh 20,000",Swahili,Class 7,Eldoret,Public
Esther Wambui,S43307847,Female,18/04/2005,19,Kisii,Physical,"> KSh 100,000",Maasai,Class 5,Machakos,Special School
Sarah Otieno,S61969363,Female,14/11/2014,10,Meru,Physical,"KSh 50,000 - KSh 100,000",Luhya,Form 2,Nakuru,Public
Jane Karanja,S62490166,Female,23/11/2012,12,Kikuyu,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Uasin Gishu,Special School
Samuel Kariuki,S53324332,Male,13/05/2010,14,Kalenjin,Physical,"> KSh 100,000",Swahili,Form 2,Uasin Gishu,Special School
Mary Wambui,S93181925,Female,24/06/2010,14,Kisii,Hearing Impairment,"< KSh 20,000",Luhya,Class 1,Nyeri,Public
Esther Karanja,S19791587,Female,06/11/2013,11,Kisii,Physical,"< KSh 20,000",Luo,Class 2,Uasin Gishu,Special School
Esther Kariuki,S26354689,Female,13/09/2007,17,Kamba,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 1,Murang'a,Public
Elizabeth Odhiambo,S44897144,Female,10/07/2010,14,Kamba,Physical,"> KSh 100,000",Swahili,Class 6,Eldoret,Public
David Mwangi,S85335000,Male,16/01/2013,11,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Eldoret,Public
Jane Odhiambo,S34190761,Female,29/08/2005,19,Kamba,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Class 2,Nyeri,Private
Sarah Odhiambo,S18350656,Female,13/09/2007,17,Kamba,None,"KSh 20,000 - KSh 50,000",Kikuyu,Form 3,Eldoret,Private
Daniel Nyambura,S88057782,Male,29/06/2012,12,Maasai,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Uasin Gishu,Public
Luke Achieng,S41201027,Male,10/09/2014,10,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",English,Class 4,Nakuru,Special School
Emily Njeri,S59618003,Female,14/01/2006,18,Luo,None,"> KSh 100,000",Kikuyu,Class 5,Murang'a,Public
Richard Wambui,S90008098,Male,04/03/2006,18,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Kisumu,Private
Peter Odhiambo,S11954107,Male,07/09/2008,16,Kamba,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 5,Nyeri,Special School
Richard Mwangi,S95838560,Male,22/05/2007,17,Luhya,Hearing Impairment,"> KSh 100,000",Swahili,Class 2,Murang'a,Public
Emily Mwangi,S84398773,Female,17/09/2009,15,Luhya,None,"> KSh 100,000",Swahili,Class 5,Mombasa,Public
Joseph Otieno,S23983370,Male,27/09/2006,18,Kamba,None,"KSh 50,000 - KSh 100,000",Luhya,Form 2,Mombasa,Special School
Luke Kariuki,S75611976,Male,22/02/2007,17,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Form 1,Kisumu,Special School
Wangari Achieng,S45772978,Female,20/04/2008,16,Luhya,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 2,Nyeri,Private
Joseph Wambui,S49840060,Male,10/09/2007,17,Luo,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Class 7,Nairobi,Special School
Richard Otieno,S10510791,Male,16/09/2014,10,Mijikenda,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 4,Mombasa,Private
David Odhiambo,S43489117,Male,27/08/2013,11,Kisii,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 6,Machakos,Special School
Sarah Njeri,S98937207,Female,25/04/2007,17,Luo,Physical,"< KSh 20,000",Luo,Class 3,Mombasa,Public
Joseph Mwangi,S31523080,Male,06/10/2009,15,Maasai,Visual Impairment,"> KSh 100,000",Kiswahili,Class 8,Kisumu,Private
Daniel Odhiambo,S16832108,Male,03/03/2009,15,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Eldoret,Public
Jane Odhiambo,S57329215,Female,07/06/2012,12,Maasai,Learning,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Uasin Gishu,Private
Sarah Wambui,S63674374,Female,29/04/2010,14,Mijikenda,Learning,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Mombasa,Public
Luke Karanja,S73548835,Male,21/05/2006,18,Kisii,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 3,Kisumu,Private
Luke Wambui,S74089466,Male,29/03/2011,13,Kamba,Visual Impairment,"> KSh 100,000",Luo,Form 1,Eldoret,Special School
Alice Achieng,S59326837,Female,20/02/2013,11,Luo,Learning,"< KSh 20,000",Luhya,Class 2,Eldoret,Special School
David Odhiambo,S46033383,Male,01/01/2006,18,Maasai,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 2,Murang'a,Special School
Samuel Karanja,S25091247,Male,18/02/2007,17,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Class 6,Eldoret,Private
Joseph Kariuki,S16917913,Male,15/01/2014,10,Luhya,Physical,"< KSh 20,000",Kikuyu,Form 2,Nyeri,Private
Joseph Wambui,S14019273,Male,13/12/2011,13,Kalenjin,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luo,Form 1,Kiambu,Special School
Samuel Wambui,S98139614,Male,29/02/2008,16,Kamba,None,"> KSh 100,000",Kiswahili,Class 7,Mombasa,Public
Elizabeth Otieno,S41659439,Female,24/04/2012,12,Luhya,Visual Impairment,"> KSh 100,000",English,Class 3,Machakos,Special School
Grace Karanja,S62077162,Female,12/08/2007,17,Meru,Learning,"< KSh 20,000",Kikuyu,Class 7,Uasin Gishu,Private
Richard Nyambura,S29532649,Male,24/12/2012,12,Kikuyu,Physical,"KSh 50,000 - KSh 100,000",Kikuyu,Class 1,Nairobi,Private
John Wambui,S95936647,Male,09/09/2005,19,Meru,Physical,"KSh 20,000 - KSh 50,000",Kiswahili,Form 4,Kisumu,Private
Elizabeth Kariuki,S76068487,Female,06/10/2009,15,Kalenjin,Physical,"> KSh 100,000",Luo,Class 3,Machakos,Special School
David Achieng,S67967494,Male,01/04/2011,13,Luo,None,"KSh 50,000 - KSh 100,000",Kiswahili,Class 4,Nairobi,Private
Joseph Karanja,S27232267,Male,31/01/2007,17,Meru,Visual Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 2,Nyeri,Special School
Luke Odhiambo,S19256664,Male,13/02/2009,15,Luo,Learning,"KSh 50,000 - KSh 100,000",Maasai,Class 3,Mombasa,Special School
Peter Kariuki,S14330352,Male,25/10/2014,10,Maasai,Physical,"< KSh 20,000",Luhya,Form 4,Machakos,Public
Alice Karanja,S22553641,Female,17/02/2008,16,Luo,Hearing Impairment,"< KSh 20,000",Kiswahili,Form 4,Murang'a,Private
Luke Mwangi,S35379462,Male,03/09/2013,11,Kamba,Physical,"KSh 50,000 - KSh 100,000",English,Class 8,Nakuru,Public
Wangari Odhiambo,S52250289,Female,30/07/2008,16,Coast,Visual Impairment,"> KSh 100,000",Kiswahili,Class 5,Kiambu,Public
Michael Achieng,S43762915,Male,12/11/2005,19,Maasai,None,"> KSh 100,000",Luhya,Class 3,Uasin Gishu,Private
Mary Njeri,S99348081,Female,01/09/2005,19,Kamba,Hearing Impairment,"> KSh 100,000",Luhya,Class 3,Mombasa,Private
Samuel Njeri,S89222406,Male,07/04/2008,16,Maasai,Physical,"< KSh 20,000",Maasai,Class 6,Nyeri,Public
Emily Nyambura,S26113446,Female,14/03/2013,11,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kikuyu,Form 3,Mombasa,Public
Esther Kariuki,S54749607,Female,10/02/2007,17,Luo,Hearing Impairment,"KSh 50,000 - KSh 100,000",English,Class 7,Uasin Gishu,Public
Sarah Karanja,S94857217,Female,10/04/2009,15,Kikuyu,Physical,"< KSh 20,000",Swahili,Form 3,Murang'a,Public
Lucy Kariuki,S33904674,Female,09/03/2014,10,Luo,None,"KSh 20,000 - KSh 50,000",Swahili,Class 3,Nyeri,Special School
Esther Njeri,S56039070,Female,03/02/2011,13,Luhya,Visual Impairment,"> KSh 100,000",Kiswahili,Class 4,Nairobi,Public
David Kariuki,S20065294,Male,09/07/2005,19,Kamba,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 8,Eldoret,Private
Lucy Njeri,S28212196,Female,09/12/2010,14,Kikuyu,Physical,"< KSh 20,000",Kiswahili,Class 7,Nairobi,Public
Richard Achieng,S81095851,Male,31/01/2013,11,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Form 4,Murang'a,Special School
James Otieno,S26861666,Male,30/09/2007,17,Kikuyu,Visual Impairment,"< KSh 20,000",Swahili,Form 3,Murang'a,Private
Michael Achieng,S50023820,Male,17/05/2012,12,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Form 4,Nakuru,Public
Joseph Kariuki,S72006175,Male,04/08/2011,13,Luhya,Visual Impairment,"< KSh 20,000",Maasai,Class 7,Nakuru,Public
David Kariuki,S36685533,Male,05/07/2012,12,Kamba,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 1,Murang'a,Private
John Kariuki,S92853124,Male,24/08/2006,18,Luhya,Visual Impairment,"KSh 20,000 - KSh 50,000",Luhya,Class 5,Nyeri,Private
Richard Achieng,S27108090,Male,18/11/2008,16,Coast,Physical,"> KSh 100,000",English,Class 7,Nairobi,Private
David Njeri,S49615906,Male,03/05/2005,19,Kikuyu,None,"< KSh 20,000",Luhya,Form 2,Nairobi,Public
Elizabeth Achieng,S66193912,Female,17/02/2009,15,Luo,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Form 2,Machakos,Private
John Wambui,S72172685,Male,23/05/2007,17,Luo,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 2,Murang'a,Special School
Daniel Otieno,S44258082,Male,11/05/2014,10,Kamba,Learning,"> KSh 100,000",Luhya,Form 2,Nyeri,Special School
Elizabeth Wambui,S96486793,Female,22/01/2008,16,Kalenjin,Visual Impairment,"> KSh 100,000",Maasai,Class 7,Murang'a,Special School
Michael Nyambura,S81906119,Male,11/12/2013,11,Kikuyu,Physical,"> KSh 100,000",English,Form 4,Murang'a,Public
Daniel Nyambura,S55678383,Male,25/09/2012,12,Luhya,None,"> KSh 100,000",Luo,Class 3,Kiambu,Special School
Elizabeth Nyambura,S93522427,Female,19/12/2005,19,Kisii,None,"KSh 50,000 - KSh 100,000",Luo,Form 4,Mombasa,Public
Joseph Karanja,S50356788,Male,20/01/2009,15,Luo,None,"< KSh 20,000",Luo,Class 5,Uasin Gishu,Public
Jane Njeri,S71716042,Female,14/08/2014,10,Kalenjin,Physical,"< KSh 20,000",English,Class 5,Uasin Gishu,Private
Samuel Wambui,S69790019,Male,13/03/2012,12,Meru,Visual Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 7,Murang'a,Public
James Odhiambo,S89304757,Male,08/03/2005,19,Meru,Physical,"< KSh 20,000",English,Form 2,Eldoret,Special School
Jane Njeri,S32060284,Female,02/12/2008,16,Coast,None,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Machakos,Special School
Jane Mwangi,S53267890,Female,13/05/2010,14,Mijikenda,Learning,"KSh 20,000 - KSh 50,000",Maasai,Class 1,Eldoret,Public
John Karanja,S56393806,Male,26/04/2008,16,Meru,None,"> KSh 100,000",Luo,Class 7,Mombasa,Private
Jane Karanja,S23198886,Female,08/04/2010,14,Kisii,Hearing Impairment,"KSh 20,000 - KSh 50,000",Maasai,Class 3,Machakos,Private
Elizabeth Njeri,S80294709,Female,21/04/2011,13,Kikuyu,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 4,Eldoret,Public
John Mwangi,S26853638,Male,19/01/2013,11,Kisii,Learning,"KSh 20,000 - KSh 50,000",Luo,Class 3,Eldoret,Special School
Jane Otieno,S85798428,Female,23/12/2007,17,Luo,Visual Impairment,"< KSh 20,000",English,Class 2,Uasin Gishu,Public
Grace Otieno,S40902670,Female,24/07/2006,18,Meru,Physical,"KSh 20,000 - KSh 50,000",Swahili,Class 1,Murang'a,Special School
Luke Kariuki,S93582277,Male,24/01/2011,13,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 1,Murang'a,Private
Joseph Njeri,S25353645,Male,21/08/2014,10,Coast,Hearing Impairment,"> KSh 100,000",English,Class 8,Uasin Gishu,Private
Daniel Otieno,S86831381,Male,05/01/2012,12,Meru,Learning,"KSh 50,000 - KSh 100,000",English,Class 1,Murang'a,Special School
Lucy Nyambura,S90719565,Female,04/06/2012,12,Maasai,Hearing Impairment,"KSh 20,000 - KSh 50,000",Luo,Form 4,Nairobi,Special School
James Njeri,S10999549,Male,28/04/2012,12,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Kiswahili,Class 8,Nyeri,Private
Luke Odhiambo,S21170331,Male,10/04/2014,10,Luo,Learning,"< KSh 20,000",Maasai,Class 4,Murang'a,Public
Alice Wambui,S57139776,Female,19/07/2008,16,Mijikenda,Physical,"< KSh 20,000",Kikuyu,Form 2,Nairobi,Public
Wangari Achieng,S26022994,Female,09/12/2012,12,Kamba,Hearing Impairment,"< KSh 20,000",Kiswahili,Class 1,Kiambu,Public
David Nyambura,S39335088,Male,07/08/2012,12,Luhya,None,"< KSh 20,000",Kikuyu,Form 1,Kiambu,Special School
Peter Njeri,S76520322,Male,26/11/2012,12,Coast,None,"< KSh 20,000",English,Form 3,Uasin Gishu,Public
James Mwangi,S39682289,Male,14/07/2011,13,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Luo,Class 5,Nairobi,Special School
Daniel Otieno,S69618040,Male,07/02/2008,16,Kalenjin,Learning,"> KSh 100,000",Luo,Class 6,Nyeri,Public
Peter Wambui,S73645885,Male,07/03/2014,10,Meru,Learning,"KSh 50,000 - KSh 100,000",Kikuyu,Class 1,Mombasa,Private
Esther Nyambura,S39305240,Female,16/01/2013,11,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Maasai,Form 3,Nyeri,Public
James Nyambura,S23081729,Male,11/06/2014,10,Mijikenda,None,"KSh 50,000 - KSh 100,000",Luo,Class 4,Kiambu,Private
Joseph Wambui,S94048902,Male,10/08/2011,13,Kalenjin,Physical,"KSh 20,000 - KSh 50,000",English,Class 4,Nakuru,Private
Sarah Karanja,S91170952,Female,21/08/2010,14,Kikuyu,None,"< KSh 20,000",Swahili,Class 1,Murang'a,Public
Lucy Nyambura,S65987660,Female,24/12/2007,17,Mijikenda,Visual Impairment,"< KSh 20,000",Swahili,Form 4,Kiambu,Special School
Sarah Njeri,S42972127,Female,05/08/2007,17,Maasai,Visual Impairment,"> KSh 100,000",Luhya,Class 8,Kiambu,Private
Peter Otieno,S94103105,Male,18/11/2013,11,Maasai,None,"< KSh 20,000",Luo,Form 1,Mombasa,Public
Elizabeth Wambui,S68067132,Female,02/10/2006,18,Luhya,Physical,"KSh 50,000 - KSh 100,000",Kiswahili,Class 4,Nyeri,Public
Elizabeth Njeri,S75088977,Female,20/12/2012,12,Luhya,Learning,"> KSh 100,000",Kikuyu,Class 2,Murang'a,Special School
Daniel Njeri,S11891710,Male,22/01/2010,14,Kikuyu,Hearing Impairment,"> KSh 100,000",Luo,Class 1,Murang'a,Public
Lucy Njeri,S54695087,Female,05/09/2006,18,Luhya,Physical,"KSh 50,000 - KSh 100,000",Swahili,Class 8,Murang'a,Special School
Alice Odhiambo,S87128140,Female,11/08/2008,16,Kikuyu,Learning,"KSh 20,000 - KSh 50,000",Kiswahili,Class 2,Kisumu,Public
Esther Nyambura,S94057116,Female,27/12/2011,13,Luo,Physical,"KSh 20,000 - KSh 50,000",Luo,Class 8,Nakuru,Special School
Richard Njeri,S30581861,Male,13/08/2011,13,Mijikenda,Learning,"KSh 50,000 - KSh 100,000",Swahili,Class 1,Murang'a,Special School
Wangari Mwangi,S93265825,Female,06/03/2014,10,Kalenjin,Learning,"> KSh 100,000",Kikuyu,Class 7,Machakos,Private
Mary Kariuki,S25220323,Female,17/04/2006,18,Meru,Visual Impairment,"< KSh 20,000",Kikuyu,Form 3,Mombasa,Private
James Kariuki,S43163876,Male,21/02/2013,11,Meru,Hearing Impairment,"< KSh 20,000",Swahili,Class 5,Kisumu,Private
James Kariuki,S44333238,Male,29/04/2007,17,Kamba,Physical,"KSh 20,000 - KSh 50,000",Kikuyu,Form 3,Nairobi,Special School
Mary Achieng,S12605136,Female,02/05/2006,18,Maasai,Learning,"> KSh 100,000",Kiswahili,Class 1,Mombasa,Special School
Samuel Karanja,S36998649,Male,03/06/2014,10,Kamba,Learning,"< KSh 20,000",Maasai,Form 1,Eldoret,Public
John Njeri,S18522874,Male,06/05/2005,19,Kamba,Learning,"KSh 20,000 - KSh 50,000",Kikuyu,Class 8,Mombasa,Private
Richard Achieng,S70896960,Male,07/05/2010,14,Luhya,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 2,Nakuru,Private
John Achieng,S53763327,Male,08/07/2012,12,Luo,Hearing Impairment,"> KSh 100,000",English,Class 6,Kiambu,Private
John Karanja,S30986030,Male,12/04/2010,14,Kalenjin,Visual Impairment,"KSh 50,000 - KSh 100,000",English,Class 5,Murang'a,Private
Samuel Njeri,S63086008,Male,28/03/2014,10,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Luhya,Class 1,Eldoret,Public
Jane Kariuki,S26464000,Female,05/10/2008,16,Coast,Visual Impairment,"KSh 50,000 - KSh 100,000",Kikuyu,Form 1,Murang'a,Special School
David Otieno,S91606368,Male,26/06/2005,19,Kalenjin,Physical,"< KSh 20,000",Maasai,Class 2,Murang'a,Special School
Samuel Njeri,S50230737,Male,07/11/2011,13,Maasai,Hearing Impairment,"< KSh 20,000",Kikuyu,Class 7,Machakos,Public
Emily Achieng,S97698778,Female,26/07/2008,16,Maasai,Learning,"> KSh 100,000",Kikuyu,Form 1,Mombasa,Public
Grace Odhiambo,S67153884,Female,27/06/2005,19,Kalenjin,None,"KSh 50,000 - KSh 100,000",Kikuyu,Class 5,Machakos,Public
Peter Njeri,S15882390,Male,07/10/2007,17,Kisii,Learning,"KSh 20,000 - KSh 50,000",English,Form 1,Nyeri,Special School
Daniel Achieng,S74837481,Male,25/07/2010,14,Mijikenda,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Class 3,Machakos,Public
Luke Wambui,S23309874,Male,26/03/2007,17,Kamba,None,"KSh 50,000 - KSh 100,000",English,Class 6,Eldoret,Public
Peter Otieno,S73664812,Male,28/03/2010,14,Kisii,Hearing Impairment,"KSh 50,000 - KSh 100,000",Luhya,Form 2,Machakos,Special School
David Mwangi,S11643973,Male,18/08/2012,12,Kalenjin,Hearing Impairment,"KSh 20,000 - KSh 50,000",Kiswahili,Class 3,Mombasa,Special School
Emily Njeri,S82536377,Female,06/10/2007,17,Kisii,Learning,"> KSh 100,000",Maasai,Class 4,Nyeri,Private
Sarah Wambui,S37705001,Female,22/12/2009,15,Meru,Learning,"KSh 50,000 - KSh 100,000",Luhya,Class 7,Kisumu,Private
David Karanja,S91337155,Male,05/02/2007,17,Coast,None,"KSh 50,000 - KSh 100,000",Luo,Form 1,Mombasa,Public
Samuel Wambui,S98378078,Male,16/02/2005,19,Kisii,None,"KSh 20,000 - KSh 50,000",Kiswahili,Class 7,Murang'a,Private
Elizabeth Nyambura,S69332395,Female,29/07/2008,16,Coast,Physical,"> KSh 100,000",Maasai,Class 8,Murang'a,Private
Esther Otieno,S64314797,Female,13/10/2005,19,Meru,Visual Impairment,"< KSh 20,000",Kiswahili,Class 7,Machakos,Public
Jane Kariuki,S91089550,Female,22/07/2010,14,Meru,Hearing Impairment,"KSh 50,000 - KSh 100,000",Maasai,Class 5,Murang'a,Private
Alice Wambui,S92990586,Female,19/12/2013,11,Kalenjin,Visual Impairment,"KSh 20,000 - KSh 50,000",English,Form 2,Nakuru,Private
Michael Wambui,S61093195,Male,04/05/2006,18,Coast,Visual Impairment,"KSh 20,000 - KSh 50,000",Swahili,Form 1,Machakos,Special School
Michael Odhiambo,S99472530,Male,11/02/2010,14,Kamba,Visual Impairment,"> KSh 100,000",Kiswahili,Class 8,Murang'a,Public
Mary Karanja,S91755230,Female,22/09/2011,13,Mijikenda,None,"< KSh 20,000",Maasai,Class 8,Nakuru,Private
